Titel;Frage;Ebene;Metabereichtyp;Bereichtyp;Raumtyp;Objektklasse;Objekttyp;Antworttyp;Antwortoptionen;Standard Antwort;Einheit;Bedingung;Pflicht;Foto_Pflicht;HilfeText;Kluster;Reihenfolge;Activ;Fragekatalog;Autor;Version;Änderungsdatum;Min_LOD;Zielgruppe;Fototyp;HilfeMedien;Objektart
ARM_Nennweite;Nennweite/Anschlussgröße?;Objekt;;;;Kältearmaturen;;Einzelauswahl;"DN10;DN15;DN20;DN25;DN32;>DN32;weiß nicht";;-;immer;Nein;Nein;;Geometrie & Maße (Dimensionen);10;Ja;Gebäudeaufnahme;MICHI;0.1;2026-08-03;400;Fachkundig;-;;Sub-Objekt
ARM_Zustand;Zustand/Dichtheit?;Objekt;;;;Kältearmaturen;;Einzelauswahl;"dicht;tropft;undicht;schwergängig;weiß nicht";;-;immer;Nein;Nein;;Schäden / Mangel;10;Ja;Gebäudeaufnahme;MICHI;0.1;2026-08-03;300;Fachkundig;-;;Sub-Objekt
ARM_Foto;Foto der Armatur;Objekt;;;;Kältearmaturen;;Foto-Upload;;;-;immer;Nein;Nein;;Dokumentation / Foto;90;Ja;Gebäudeaufnahme;MICHI;0.1;2026-08-03;300;Fachkundig;Detail;;Sub-Objekt
SRV_Voreinstellung;Voreinstellwert (Skala) ablesbar?;Objekt;;;;Heizungsarmaturen;Strangregulierventil;Text;;;-;immer;Nein;Nein;Wert am Handrad/Skala.;Heizung;20;Ja;Gebäudeaufnahme;MICHI;0.1;2026-08-03;300;Fachkundig;-;;Sub-Objekt
SRV_Messnippel;Messnippel/Messventile vorhanden?;Objekt;;;;Heizungsarmaturen;Strangregulierventil;Ja/Nein;"Ja;Nein;weiß nicht";;-;immer;Nein;Nein;;Heizung;30;Ja;Gebäudeaufnahme;MICHI;0.1;2026-08-03;300;Fachkundig;-;;Sub-Objekt
SRV_kvs;kvs-/Durchflusswert (falls dokumentiert)?;Objekt;;;;Heizungsarmaturen;Strangregulierventil;Text;;;-;immer;Nein;Nein;;Heizung;40;Ja;Gebäudeaufnahme;MICHI;0.1;2026-08-03;400;Fachkundig;-;;Sub-Objekt
SRV_Plombe;Voreinstellung plombiert/fixiert?;Objekt;;;;Heizungsarmaturen;Strangregulierventil;Ja/Nein;"Ja;Nein;weiß nicht";;-;immer;Nein;Nein;;Heizung;50;Ja;Gebäudeaufnahme;MICHI;0.1;2026-08-03;400;Fachkundig;-;;Sub-Objekt
SRV_Bauart;Bauart?;Objekt;;;;Heizungsarmaturen;Strangregulierventil;Einzelauswahl;"statisch;dynamisch (druckunabhängig);weiß nicht";;-;immer;Nein;Nein;;Heizung;60;Ja;Gebäudeaufnahme;MICHI;0.1;2026-08-03;300;Fachkundig;-;;Sub-Objekt
DDR_Sollwert;Eingestellter Differenzdruck-Sollwert?;Objekt;;;;Heizungsarmaturen;Differenzdruckregler;Text;;;kPa;immer;Nein;Nein;;Heizung;20;Ja;Gebäudeaufnahme;MICHI;0.1;2026-08-03;400;Fachkundig;-;;Sub-Objekt
DDR_Bereich;Einstellbereich (falls ablesbar)?;Objekt;;;;Heizungsarmaturen;Differenzdruckregler;Text;;;-;immer;Nein;Nein;;Heizung;30;Ja;Gebäudeaufnahme;MICHI;0.1;2026-08-03;400;Fachkundig;-;;Sub-Objekt
DDR_Impuls;Impulsleitung angeschlossen?;Objekt;;;;Heizungsarmaturen;Differenzdruckregler;Ja/Nein;"Ja;Nein;weiß nicht";;-;immer;Nein;Nein;;Heizung;40;Ja;Gebäudeaufnahme;MICHI;0.1;2026-08-03;400;Fachkundig;-;;Sub-Objekt
UEV_Ansprechdruck;Ansprechdruck (bar)?;Objekt;;;;Heizungsarmaturen;Überströmventil;Zahl;;;bar;immer;Nein;Nein;;Heizung;20;Ja;Gebäudeaufnahme;MICHI;0.1;2026-08-03;400;Fachkundig;-;;Sub-Objekt
MIX_Antrieb;Antrieb?;Objekt;;;;Heizungsarmaturen;3-Wege-Mischer;Einzelauswahl;"handbetätigt;motorisch (Stellmotor);thermostatisch;weiß nicht";;-;immer;Ja;Nein;;Heizung;20;Ja;Gebäudeaufnahme;MICHI;0.1;2026-08-03;300;Fachkundig;-;;Sub-Objekt
MIX_Bauart;Mischerbauart?;Objekt;;;;Heizungsarmaturen;3-Wege-Mischer;Einzelauswahl;"Drehmischer (3-Wege);Drehmischer (4-Wege);Hubventil;weiß nicht";;-;immer;Nein;Nein;;Heizung;30;Ja;Gebäudeaufnahme;MICHI;0.1;2026-08-03;300;Fachkundig;-;;Sub-Objekt
TK_Voreinstellung;Behang-/Voreinstellung erkennbar?;Objekt;;;;Heizungsarmaturen;Thermostatkopf;Text;;;-;immer;Nein;Nein;;Heizung;40;Ja;Gebäudeaufnahme;MICHI;0.1;2026-08-03;400;Fachkundig;-;;Sub-Objekt
DM_Hinterdruck;Eingestellter Hinterdruck (bar)?;Objekt;;;;Wasserarmaturen;Druckminderer;Zahl;;;bar;immer;Nein;Nein;;Sanitär;20;Ja;Gebäudeaufnahme;MICHI;0.1;2026-08-03;400;Fachkundig;-;;Sub-Objekt
DM_Manometer;Manometer vorhanden?;Objekt;;;;Wasserarmaturen;Druckminderer;Ja/Nein;"Ja;Nein;weiß nicht";;-;immer;Nein;Nein;;Sanitär;30;Ja;Gebäudeaufnahme;MICHI;0.1;2026-08-03;300;Fachkundig;-;;Sub-Objekt
ST_Typ;Bauart (nach DIN EN 1717)?;Objekt;;;;Wasserarmaturen;Systemtrenner/Rückflussverhinderer;Einzelauswahl;"BA (kontrollierbar);CA;EA;weiß nicht";;-;immer;Ja;Nein;;Sanitär;20;Ja;Gebäudeaufnahme;MICHI;0.1;2026-08-03;400;Fachkundig;-;;Sub-Objekt
ST_Pruefventile;Prüfventile vorhanden?;Objekt;;;;Wasserarmaturen;Systemtrenner/Rückflussverhinderer;Ja/Nein;"Ja;Nein;weiß nicht";;-;immer;Nein;Nein;;Sanitär;30;Ja;Gebäudeaufnahme;MICHI;0.1;2026-08-03;400;Fachkundig;-;;Sub-Objekt
VBM_Solltemp;Eingestellte Solltemperatur (°C)?;Objekt;;;;TWW-Armaturen;Thermostat-/Verbrühschutzmischer;Zahl;;;°C;immer;Nein;Nein;;Sanitär;20;Ja;Gebäudeaufnahme;MICHI;0.1;2026-08-03;300;Fachkundig;-;;Sub-Objekt
ZRV_Solltemp;Eingestellte Temperatur (°C)?;Objekt;;;;TWW-Armaturen;Zirkulationsregulierventil (thermostatisch);Zahl;;;°C;immer;Nein;Nein;;Sanitär;20;Ja;Gebäudeaufnahme;MICHI;0.1;2026-08-03;300;Fachkundig;-;;Sub-Objekt
ZRV_Desinfektion;Thermische Desinfektionsfunktion?;Objekt;;;;TWW-Armaturen;Zirkulationsregulierventil (thermostatisch);Ja/Nein;"Ja;Nein;weiß nicht";;-;immer;Nein;Nein;;Sanitär;30;Ja;Gebäudeaufnahme;MICHI;0.1;2026-08-03;400;Fachkundig;-;;Sub-Objekt
TAE_Einbau;Einbauort?;Objekt;;;;Gasarmaturen;Thermische Absperreinrichtung (TAE);Einzelauswahl;"vor Gerät;am Zähler;in Leitung;weiß nicht";;-;immer;Nein;Nein;;Gas;20;Ja;Gebäudeaufnahme;MICHI;0.1;2026-08-03;400;Fachkundig;-;;Sub-Objekt
GSW_Groesse;Typ/Größe (K-Wert, falls bekannt)?;Objekt;;;;Gasarmaturen;Gasströmungswächter (GS);Text;;;-;immer;Nein;Nein;;Gas;20;Ja;Gebäudeaufnahme;MICHI;0.1;2026-08-03;400;Fachkundig;-;;Sub-Objekt
GDR_Ausgangsdruck;Ausgangsdruck (mbar)?;Objekt;;;;Gasarmaturen;Gasdruckregler;Zahl;;;mbar;immer;Nein;Nein;;Gas;20;Ja;Gebäudeaufnahme;MICHI;0.1;2026-08-03;400;Fachkundig;-;;Sub-Objekt
SSG_Ansprechdruck;Ansprechdruck Sicherheitsventil (bar)?;Objekt;;;;Solararmaturen;Solar-Sicherheitsgruppe;Zahl;;;bar;immer;Nein;Nein;;Solar;20;Ja;Gebäudeaufnahme;MICHI;0.1;2026-08-03;400;Fachkundig;-;;Sub-Objekt
TAC_Durchfluss;Abgelesener Durchfluss (l/min)?;Objekt;;;;Solararmaturen;Tacosetter/Durchflussmesser;Zahl;;;l/min;immer;Nein;Nein;;Solar;20;Ja;Gebäudeaufnahme;MICHI;0.1;2026-08-03;400;Fachkundig;-;;Sub-Objekt
EXV_Typ;Ventiltyp?;Objekt;;;;Kältearmaturen;Expansionsventil (thermost./elektron.);Einzelauswahl;"thermostatisch (TEV);elektronisch (EEV);weiß nicht";;-;immer;Ja;Nein;;Kälte;20;Ja;Gebäudeaufnahme;MICHI;0.1;2026-08-03;300;Fachkundig;-;;Sub-Objekt
EXV_Ueberhitzung;Überhitzung einstellbar/dokumentiert?;Objekt;;;;Kältearmaturen;Expansionsventil (thermost./elektron.);Ja/Nein;"Ja;Nein;weiß nicht";;-;immer;Nein;Nein;;Kälte;30;Ja;Gebäudeaufnahme;MICHI;0.1;2026-08-03;400;Fachkundig;-;;Sub-Objekt
F_Breite;Breite (cm)?;Objekt;;;;Bauphysik – Fenster;Fenster;Zahl;;;cm;immer;Ja;Nein;;Geometrie & Maße (Dimensionen);10;Ja;Gebäudeaufnahme;MICHI;0.1;2026-08-03;200;Laie;-;;Objekt
F_Hoehe;Höhe (cm)?;Objekt;;;;Bauphysik – Fenster;Fenster;Zahl;;;cm;immer;Ja;Nein;;Geometrie & Maße (Dimensionen);20;Ja;Gebäudeaufnahme;MICHI;0.1;2026-08-03;200;Laie;-;;Objekt
F_Verglasung;Verglasung?;Objekt;;;;Bauphysik – Fenster;Fenster;Einzelauswahl;"Einfachverglasung;Zweifach (Isolierglas);Dreifach (Wärmeschutz);weiß nicht";;-;immer;Ja;Nein;Scheiben an der Kante zählen.;Bauphysik – Hülle;30;Ja;Gebäudeaufnahme;MICHI;0.1;2026-08-03;200;Laie;-;;Objekt
F_Rahmenmaterial;Rahmenmaterial?;Objekt;;;;Bauphysik – Fenster;Fenster;Einzelauswahl;"Holz;Kunststoff (PVC);Aluminium;Holz-Alu;Stahl;weiß nicht";;-;immer;Ja;Nein;;Bauphysik – Hülle;40;Ja;Gebäudeaufnahme;MICHI;0.1;2026-08-03;200;Laie;-;;Objekt
F_Mehrfeld;Hat das Fenster mehr als ein Feld/eine Scheibe (durch Pfosten geteilt)?;Objekt;;;;Bauphysik – Fenster;Fenster;Ja/Nein;"Ja;Nein;weiß nicht";;-;immer;Ja;Nein;Nein = ein Feld. Ja = z. B. festes Oberlicht + Flügel darunter oder mehrflügelig. Bei Nein wird automatisch ein Feld angelegt.;Bauphysik – Hülle;45;Ja;Gebäudeaufnahme;MICHI;0.1;2026-08-03;200;Laie;-;;Objekt
F_AnzahlFelder;Anzahl Felder?;Objekt;;;;Bauphysik – Fenster;Fenster;Zahl;;;-;«F_Mehrfeld» = Ja;Ja;Nein;Legt entsprechend viele Felder an, die einzeln erfasst werden.;Bauphysik – Hülle;46;Ja;Gebäudeaufnahme;MICHI;0.1;2026-08-03;300;Laie;-;;Objekt
F_Baujahr;Baujahr/Alter des Fensters?;Objekt;;;;Bauphysik – Fenster;Fenster;Jahr;;;-;immer;Nein;Nein;"Schätzung genügt; oft im Falz gestempelt.";Allgemein / Identifikation;10;Ja;Gebäudeaufnahme;MICHI;0.1;2026-08-03;300;Fachkundig;-;;Objekt
F_Ausrichtung;Ausrichtung (Himmelsrichtung)?;Objekt;;;;Bauphysik – Fenster;Fenster;Einzelauswahl;"Süd;Südost;Südwest;Ost;West;Nord;weiß nicht";;-;immer;Nein;Nein;Für solare Gewinne relevant.;Geometrie & Maße (Dimensionen);30;Ja;Gebäudeaufnahme;MICHI;0.1;2026-08-03;300;Laie;-;;Objekt
F_Uw;Uw-Wert (falls dokumentiert, W/m²K)?;Objekt;;;;Bauphysik – Fenster;Fenster;Text;;;-;immer;Nein;Nein;;Bauphysik – Hülle;50;Ja;Gebäudeaufnahme;MICHI;0.1;2026-08-03;400;Fachkundig;-;;Objekt
F_Sonnenschutz;Sonnenschutz/Verschattung vorhanden?;Objekt;;;;Bauphysik – Fenster;Fenster;Ja/Nein;"Ja;Nein;weiß nicht";;-;immer;Nein;Nein;;Bauphysik – Hülle;60;Ja;Gebäudeaufnahme;MICHI;0.1;2026-08-03;200;Laie;-;;Objekt
F_Rollladen;Rollladen/Rollladenkasten vorhanden?;Objekt;;;;Bauphysik – Fenster;Fenster;Ja/Nein;"Ja;Nein;weiß nicht";;-;immer;Nein;Nein;;Bauphysik – Hülle;70;Ja;Gebäudeaufnahme;MICHI;0.1;2026-08-03;200;Laie;-;;Objekt
F_Wand;In welcher Außenwand?;Objekt;;;;Bauphysik – Fenster;Fenster;Einzelauswahl;(Außenwand-Liste);;-;immer;Nein;Nein;;Struktur & Verknüpfung;10;Ja;Gebäudeaufnahme;MICHI;0.1;2026-08-03;400;Fachkundig;-;;Objekt
F_Schaeden;Zustand/Dichtheit? (Mehrfach);Objekt;;;;Bauphysik – Fenster;Fenster;Mehrfachauswahl;"keine;undicht/Zugluft;Beschlag zwischen den Scheiben (Glasschaden);Rahmen verzogen;Fäulnis (Holz);weiß nicht";;-;immer;Nein;Nein;;Schäden / Mangel;10;Ja;Gebäudeaufnahme;MICHI;0.1;2026-08-03;200;Laie;-;;Objekt
F_Foto;Foto (innen + außen);Objekt;;;;Bauphysik – Fenster;Fenster;Foto-Upload;;;-;immer;Nein;Ja;;Dokumentation / Foto;10;Ja;Gebäudeaufnahme;MICHI;0.1;2026-08-03;200;Laie;Übersicht;;Objekt
Feld_Breite;Feld: Breite (cm)?;Objekt;;;;Bauphysik – Fenster;Feld;Zahl;;;cm;immer;Ja;Nein;;Geometrie & Maße (Dimensionen);10;Ja;Gebäudeaufnahme;MICHI;0.1;2026-08-03;300;Fachkundig;-;;Sub-Objekt
Feld_Hoehe;Feld: Höhe (cm)?;Objekt;;;;Bauphysik – Fenster;Feld;Zahl;;;cm;immer;Ja;Nein;;Geometrie & Maße (Dimensionen);20;Ja;Gebäudeaufnahme;MICHI;0.1;2026-08-03;300;Fachkundig;-;;Sub-Objekt
Feld_Art;Feldtyp?;Objekt;;;;Bauphysik – Fenster;Feld;Einzelauswahl;"Flügel (öffenbar);Festscheibe (fest);weiß nicht";;-;immer;Ja;Nein;;Bauphysik – Hülle;10;Ja;Gebäudeaufnahme;MICHI;0.1;2026-08-03;300;Fachkundig;-;;Sub-Objekt
Feld_Oeffnungsart;Öffnungsart des Flügels?;Objekt;;;;Bauphysik – Fenster;Feld;Einzelauswahl;"Dreh-Kipp;nur Kipp;nur Dreh;Schiebe;Klapp;weiß nicht";;-;«Feld_Art» = Flügel (öffenbar);Nein;Nein;;Bauphysik – Hülle;20;Ja;Gebäudeaufnahme;MICHI;0.1;2026-08-03;300;Fachkundig;-;;Sub-Objekt
Feld_Dichtung;Anzahl Dichtungsebenen (Flügel)?;Objekt;;;;Bauphysik – Fenster;Feld;Einzelauswahl;"1;2;3;weiß nicht";;-;«Feld_Art» = Flügel (öffenbar);Nein;Nein;;Bauphysik – Hülle;30;Ja;Gebäudeaufnahme;MICHI;0.1;2026-08-03;400;Fachkundig;-;;Sub-Objekt
Feld_Glasart;Glasart?;Objekt;;;;Bauphysik – Fenster;Feld;Einzelauswahl;"Float;ESG;VSG;weiß nicht";;-;immer;Nein;Nein;;Bauphysik – Hülle;40;Ja;Gebäudeaufnahme;MICHI;0.1;2026-08-03;400;Fachkundig;-;;Sub-Objekt
Feld_Ug;Ug-Wert des Glases (falls dokumentiert)?;Objekt;;;;Bauphysik – Fenster;Feld;Text;;;-;immer;Nein;Nein;;Bauphysik – Hülle;50;Ja;Gebäudeaufnahme;MICHI;0.1;2026-08-03;400;Fachkundig;-;;Sub-Objekt
SP_Art;Sprossenart?;Objekt;;;;Bauphysik – Fenster;Sprossen;Einzelauswahl;"echte (durchgehend);aufgesetzt;im Scheibenzwischenraum (SZR);keine;weiß nicht";;-;immer;Ja;Nein;;Bauphysik – Hülle;10;Ja;Gebäudeaufnahme;MICHI;0.1;2026-08-03;400;Fachkundig;-;;Sub-Objekt
GR_Sicherheit;Beschlag/Sicherung?;Objekt;;;;Bauphysik – Fenster;Griff/Beschlag;Einzelauswahl;"Standard;abschließbar;Pilzkopf/RC-Beschlag;weiß nicht";;-;immer;Nein;Nein;;Bauphysik – Hülle;10;Ja;Gebäudeaufnahme;MICHI;0.1;2026-08-03;400;Fachkundig;-;;Sub-Objekt
SS_Art;Art des Sonnenschutzes?;Objekt;;;;Bauphysik – Fenster;Sonnenschutz/Verschattung;Einzelauswahl;"Rollladen;Raffstore/Jalousie (außen);Innenjalousie/-rollo;Markise;weiß nicht";;-;immer;Ja;Nein;;Bauphysik – Hülle;10;Ja;Gebäudeaufnahme;MICHI;0.1;2026-08-03;300;Fachkundig;-;;Sub-Objekt
SS_Antrieb;Antrieb?;Objekt;;;;Bauphysik – Fenster;Sonnenschutz/Verschattung;Einzelauswahl;"manuell;elektrisch;weiß nicht";;-;immer;Nein;Nein;;Bauphysik – Hülle;20;Ja;Gebäudeaufnahme;MICHI;0.1;2026-08-03;300;Fachkundig;-;;Sub-Objekt
SS_Foto;Foto;Objekt;;;;Bauphysik – Fenster;Sonnenschutz/Verschattung;Foto-Upload;;;-;immer;Nein;Nein;;Dokumentation / Foto;10;Ja;Gebäudeaufnahme;MICHI;0.1;2026-08-03;300;Fachkundig;Detail;;Sub-Objekt
RLK_Bauart;Bauart des Rollladenkastens?;Objekt;;;;Bauphysik – Fenster;Rollladenkasten;Einzelauswahl;"Aufsatzkasten;Vorbaukasten;Unterputz (Altbau);weiß nicht";;-;immer;Ja;Nein;;Bauphysik – Hülle;10;Ja;Gebäudeaufnahme;MICHI;0.1;2026-08-03;400;Fachkundig;-;;Sub-Objekt
RLK_Gedaemmt;Kasten gedämmt?;Objekt;;;;Bauphysik – Fenster;Rollladenkasten;Einzelauswahl;"ja;nein;weiß nicht";;-;immer;Nein;Nein;Ungedämmter Kasten ist oft die stärkste Wärmebrücke am Fenster.;Bauphysik – Hülle;20;Ja;Gebäudeaufnahme;MICHI;0.1;2026-08-03;400;Fachkundig;-;;Sub-Objekt
RLK_Foto;Foto;Objekt;;;;Bauphysik – Fenster;Rollladenkasten;Foto-Upload;;;-;immer;Nein;Nein;;Dokumentation / Foto;10;Ja;Gebäudeaufnahme;MICHI;0.1;2026-08-03;400;Fachkundig;Detail;;Sub-Objekt
BR_Material;Material des Blendrahmens?;Objekt;;;;Bauphysik – Fenster;Blendrahmen;Einzelauswahl;"Holz;Kunststoff (PVC);Aluminium;Holz-Alu;Stahl;weiß nicht";;-;immer;Ja;Nein;;Bauphysik – Hülle;10;Ja;Gebäudeaufnahme;MICHI;0.1;2026-08-03;400;Fachkundig;-;;Sub-Objekt
BR_Bautiefe;Bautiefe (mm)?;Objekt;;;;Bauphysik – Fenster;Blendrahmen;Zahl;;;mm;immer;Nein;Nein;;Bauphysik – Hülle;20;Ja;Gebäudeaufnahme;MICHI;0.1;2026-08-03;400;Fachkundig;-;;Sub-Objekt
PF_ThermGetrennt;Thermisch getrennt?;Objekt;;;;Bauphysik – Fenster;Pfosten;Ja/Nein;"Ja;Nein;weiß nicht";;-;immer;Nein;Nein;Bei Aluminium relevant.;Bauphysik – Hülle;10;Ja;Gebäudeaufnahme;MICHI;0.1;2026-08-03;400;Fachkundig;-;;Sub-Objekt
FB_Lage;Lage?;Objekt;;;;Bauphysik – Fenster;Fensterbank;Einzelauswahl;"innen;außen;innen+außen;weiß nicht";;-;immer;Ja;Nein;;Bauphysik – Hülle;10;Ja;Gebäudeaufnahme;MICHI;0.1;2026-08-03;400;Fachkundig;-;;Sub-Objekt
FB_Material;Material?;Objekt;;;;Bauphysik – Fenster;Fensterbank;Einzelauswahl;"Naturstein;Kunststein;Aluminium;Holz;Kunststoff;weiß nicht";;-;immer;Nein;Nein;;Bauphysik – Hülle;20;Ja;Gebäudeaufnahme;MICHI;0.1;2026-08-03;400;Fachkundig;-;;Sub-Objekt
T_Breite;Gesamtbreite (cm)?;Objekt;;;;Bauphysik – Türen;;Zahl;;;cm;immer;Ja;Nein;;Geometrie & Maße (Dimensionen);10;Ja;Gebäudeaufnahme;MICHI;0.1;2026-08-03;200;Laie;-;;Objekt
T_Hoehe;Gesamthöhe (cm)?;Objekt;;;;Bauphysik – Türen;;Zahl;;;cm;immer;Ja;Nein;;Geometrie & Maße (Dimensionen);20;Ja;Gebäudeaufnahme;MICHI;0.1;2026-08-03;200;Laie;-;;Objekt
T_NachRaum;Führt in welchen Raum / nach außen?;Objekt;;;;Bauphysik – Türen;;Einzelauswahl;"(Raumliste);Außen";;-;immer;Ja;Nein;"„von Raum"" ist der aktuelle Raum; hier den Zielraum wählen.";Struktur & Verknüpfung;10;Ja;Gebäudeaufnahme;MICHI;0.1;2026-08-03;200;Laie;-;;Objekt
T_Oeffnung;Öffnungsrichtung/Anschlag?;Objekt;;;;Bauphysik – Türen;;Einzelauswahl;"DIN links;DIN rechts;nach innen;nach außen;weiß nicht";;-;immer;Nein;Nein;;Bauphysik – Hülle;30;Ja;Gebäudeaufnahme;MICHI;0.1;2026-08-03;300;Fachkundig;-;;Objekt
T_Brandschutz;Brandschutz?;Objekt;;;;Bauphysik – Türen;;Einzelauswahl;"keine;T30;T60;T90;weiß nicht";;-;immer;Nein;Nein;;Bauphysik – Hülle;40;Ja;Gebäudeaufnahme;MICHI;0.1;2026-08-03;300;Fachkundig;-;;Objekt
T_Sicherheit;Sicherheitsklasse (RC)?;Objekt;;;;Bauphysik – Türen;;Einzelauswahl;"keine;RC2;RC3;weiß nicht";;-;immer;Nein;Nein;;Bauphysik – Hülle;50;Ja;Gebäudeaufnahme;MICHI;0.1;2026-08-03;300;Fachkundig;-;;Objekt
T_UWert;U-Wert (falls dokumentiert, Außentür/Tor)?;Objekt;;;;Bauphysik – Türen;;Text;;;-;immer;Nein;Nein;;Bauphysik – Hülle;60;Ja;Gebäudeaufnahme;MICHI;0.1;2026-08-03;400;Fachkundig;-;;Objekt
T_Schallschutz;Schallschutz?;Objekt;;;;Bauphysik – Türen;;Einzelauswahl;"keiner;Schallschutz (dB-Angabe);weiß nicht";;-;immer;Nein;Nein;;Bauphysik – Hülle;70;Ja;Gebäudeaufnahme;MICHI;0.1;2026-08-03;400;Fachkundig;-;;Objekt
T_Schaeden;Zustand? (Mehrfach);Objekt;;;;Bauphysik – Türen;;Mehrfachauswahl;"keine;schließt nicht/klemmt;undicht (Zugluft);beschädigt;weiß nicht";;-;immer;Nein;Nein;;Schäden / Mangel;10;Ja;Gebäudeaufnahme;MICHI;0.1;2026-08-03;200;Laie;-;;Objekt
T_Foto;Foto der Tür/des Tors;Objekt;;;;Bauphysik – Türen;;Foto-Upload;;;-;immer;Nein;Ja;;Dokumentation / Foto;10;Ja;Gebäudeaufnahme;MICHI;0.1;2026-08-03;200;Laie;Übersicht;;Objekt
TD_AnzFluegel;Anzahl Türflügel?;Objekt;;;;Bauphysik – Türen;Tür (Drehflügel);Zahl;;;-;immer;Ja;Nein;1 = klassisch, 2 = Doppeltür. Legt entsprechend viele Flügel an.;Bauphysik – Hülle;80;Ja;Gebäudeaufnahme;MICHI;0.1;2026-08-03;200;Laie;-;;Objekt
SCH_AnzFluegel;Anzahl Schiebeflügel?;Objekt;;;;Bauphysik – Türen;Schiebetür;Zahl;;;-;immer;Ja;Nein;;Bauphysik – Hülle;80;Ja;Gebäudeaufnahme;MICHI;0.1;2026-08-03;200;Laie;-;;Objekt
SCH_Laufart;Laufart?;Objekt;;;;Bauphysik – Türen;Schiebetür;Einzelauswahl;"in Wandtasche;vor der Wand (Aufputz);in Nische;weiß nicht";;-;immer;Ja;Nein;;Bauphysik – Hülle;90;Ja;Gebäudeaufnahme;MICHI;0.1;2026-08-03;300;Fachkundig;-;;Objekt
FAL_Material;Materialität des Faltblatts?;Objekt;;;;Bauphysik – Türen;Falttür;Einzelauswahl;"Holz;Kunststoff;Glas;Aluminium;weiß nicht";;-;immer;Ja;Nein;Falttür minimal: Maße (Klassenebene), Material und Schloss/Bänder.;Bauphysik – Hülle;80;Ja;Gebäudeaufnahme;MICHI;0.1;2026-08-03;300;Fachkundig;-;;Objekt
FAL_Segmente;Anzahl Segmente?;Objekt;;;;Bauphysik – Türen;Falttür;Zahl;;;-;immer;Nein;Nein;;Bauphysik – Hülle;90;Ja;Gebäudeaufnahme;MICHI;0.1;2026-08-03;400;Fachkundig;-;;Objekt
DT_Fluegel;Anzahl Flügel?;Objekt;;;;Bauphysik – Türen;Drehtür (Karusselltür);Einzelauswahl;"3;4;weiß nicht";;-;immer;Ja;Nein;;Bauphysik – Hülle;80;Ja;Gebäudeaufnahme;MICHI;0.1;2026-08-03;300;Fachkundig;-;;Objekt
DT_Durchmesser;Durchmesser (cm)?;Objekt;;;;Bauphysik – Türen;Drehtür (Karusselltür);Zahl;;;cm;immer;Nein;Nein;;Geometrie & Maße (Dimensionen);30;Ja;Gebäudeaufnahme;MICHI;0.1;2026-08-03;400;Fachkundig;-;;Objekt
DT_Antrieb;Antrieb?;Objekt;;;;Bauphysik – Türen;Drehtür (Karusselltür);Einzelauswahl;"manuell;automatisch (motorisch);weiß nicht";;-;immer;Ja;Nein;;Bauphysik – Hülle;90;Ja;Gebäudeaufnahme;MICHI;0.1;2026-08-03;300;Fachkundig;-;;Objekt
TOR_Torart;Torart?;Objekt;;;;Bauphysik – Türen;Tor;Einzelauswahl;"Sektionaltor;Schwingtor;Rolltor;Flügeltor;Schiebetor;Falttor;weiß nicht";;-;immer;Ja;Nein;;Bauphysik – Hülle;80;Ja;Gebäudeaufnahme;MICHI;0.1;2026-08-03;200;Laie;-;;Objekt
TOR_Antrieb_vorh;Antrieb vorhanden?;Objekt;;;;Bauphysik – Türen;Tor;Ja/Nein;"Ja;Nein;weiß nicht";;-;immer;Nein;Nein;;Bauphysik – Hülle;90;Ja;Gebäudeaufnahme;MICHI;0.1;2026-08-03;200;Laie;-;;Objekt
TOR_Sicherheit_vorh;Sicherheitseinrichtung vorhanden?;Objekt;;;;Bauphysik – Türen;Tor;Ja/Nein;"Ja;Nein;weiß nicht";;-;immer;Nein;Nein;Lichtschranke/Kontaktleiste bei Antrieb Pflicht.;Bauphysik – Hülle;100;Ja;Gebäudeaufnahme;MICHI;0.1;2026-08-03;300;Fachkundig;-;;Objekt
TOR_Gedaemmt;Tor gedämmt?;Objekt;;;;Bauphysik – Türen;Tor;Einzelauswahl;"ja;nein;weiß nicht";;-;immer;Nein;Nein;;Bauphysik – Hülle;110;Ja;Gebäudeaufnahme;MICHI;0.1;2026-08-03;300;Fachkundig;-;;Objekt
FL_Dicke;Türblattdicke/Blattstärke (mm)?;Objekt;;;;Bauphysik – Türen;Flügel (Türblatt);Zahl;;;mm;immer;Nein;Nein;;Geometrie & Maße (Dimensionen);7;Ja;Gebäudeaufnahme;MICHI;0.1;2026-08-03;400;Fachkundig;-;;Sub-Objekt
FL_Hoehe;Türblatthöhe (cm)?;Objekt;;;;Bauphysik – Türen;Flügel (Türblatt);Zahl;;;cm;immer;Ja;Nein;;Geometrie & Maße (Dimensionen);6;Ja;Gebäudeaufnahme;MICHI;0.1;2026-08-03;300;Fachkundig;-;;Sub-Objekt
FL_Breite;Türblattbreite (cm)?;Objekt;;;;Bauphysik – Türen;Flügel (Türblatt);Zahl;;;cm;immer;Ja;Nein;;Geometrie & Maße (Dimensionen);5;Ja;Gebäudeaufnahme;MICHI;0.1;2026-08-03;300;Fachkundig;-;;Sub-Objekt
